@RELATION dados_arvore

@ATTRIBUTE heading {Personalneeds,Goingout,Moving,Domesticwork,Cooking,Leisure,Educational}
@ATTRIBUTE day NUMERIC
@ATTRIBUTE locations NUMERIC
@ATTRIBUTE types NUMERIC
@ATTRIBUTE sensor_id NUMERIC

@DATA
Cooking,4,2,26,143
Cooking,4,2,26,143
Cooking,4,2,26,143
Cooking,4,2,30,131
Cooking,4,2,30,131
Cooking,4,2,30,131
Cooking,4,2,30,131
Domesticwork,6,2,3,51
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,53
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,55
Domesticwork,6,2,3,59
Domesticwork,6,2,3,59
Domesticwork,6,2,3,59
Domesticwork,6,2,3,59
Domesticwork,6,2,3,59
Domesticwork,6,2,3,61
Domesticwork,6,2,3,61
Domesticwork,6,2,3,61
Domesticwork,6,2,3,61
Domesticwork,6,2,3,63
Domesticwork,6,2,3,63
Domesticwork,6,2,3,63
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,66
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,72
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,73
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,3,80
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,31,70
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,84
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,4,135
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,22,90
Domesticwork,6,2,9,95
Domesticwork,6,2,9,95
Domesticwork,6,2,9,95
Domesticwork,6,2,9,105
Domesticwork,6,2,9,105
Domesticwork,6,2,9,120
Domesticwork,6,2,9,120
Domesticwork,6,2,9,120
Domesticwork,6,2,9,120
Domesticwork,6,2,9,120
Domesticwork,6,2,9,120
Domesticwork,6,2,23,142
Domesticwork,6,2,23,142
Domesticwork,6,2,23,142
Domesticwork,6,2,23,142
Domesticwork,6,2,23,142
Domesticwork,6,2,23,142
Domesticwork,2,2,3,53
Domesticwork,2,2,3,53
Domesticwork,2,2,3,53
Domesticwork,2,2,3,55
Domesticwork,2,2,3,55
Domesticwork,2,2,3,55
Domesticwork,2,2,3,55
Domesticwork,2,2,3,61
Domesticwork,2,2,3,61
Domesticwork,2,2,3,63
Domesticwork,2,2,3,72
Domesticwork,2,2,3,72
Domesticwork,2,2,3,72
Domesticwork,2,2,3,72
Domesticwork,2,2,3,72
Domesticwork,2,2,3,73
Domesticwork,2,2,3,80
Domesticwork,2,2,3,80
Domesticwork,2,2,3,80
Domesticwork,2,2,3,80
Domesticwork,2,2,3,80
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,4,84
Domesticwork,2,2,22,90
Domesticwork,2,2,22,90
Domesticwork,2,2,9,120
Domesticwork,7,5,12,85
Domesticwork,7,2,3,51
Domesticwork,7,2,3,51
Domesticwork,7,2,3,51
Domesticwork,7,2,3,51
Domesticwork,7,2,3,51
Domesticwork,7,2,3,51
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,53
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,55
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,59
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,61
Domesticwork,7,2,3,63
Domesticwork,7,2,3,63
Domesticwork,7,2,3,63
Domesticwork,7,2,3,63
Domesticwork,7,2,3,63
Domesticwork,7,2,3,63
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,66
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,72
Domesticwork,7,2,3,73
Domesticwork,7,2,3,73
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,80
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,83
Domesticwork,7,2,3,89
Domesticwork,7,2,3,132
Domesticwork,7,2,3,132
Domesticwork,7,2,3,132
Domesticwork,7,2,3,132
Domesticwork,7,2,3,132
Domesticwork,7,2,3,132
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,3,138
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,31,70
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,52
Domesticwork,7,2,4,69
Domesticwork,7,2,4,69
Domesticwork,7,2,4,69
Domesticwork,7,2,4,69
Domesticwork,7,2,4,69
Domesticwork,7,2,4,69
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,78
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,84
Domesticwork,7,2,4,87
Domesticwork,7,2,4,87
Domesticwork,7,2,4,87
Domesticwork,7,2,4,87
Domesticwork,7,2,4,87
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,125
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,4,135
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,28,98
Domesticwork,7,2,22,90
Domesticwork,7,2,22,90
Domesticwork,7,2,22,90
Domesticwork,7,2,22,90
Domesticwork,7,2,22,90
Domesticwork,7,2,22,90
Domesticwork,7,2,9,95
Domesticwork,7,2,9,95
Domesticwork,7,2,9,95
Domesticwork,7,2,9,105
Domesticwork,7,2,9,105
Domesticwork,7,2,9,105
Domesticwork,7,2,9,120
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,23,142
Domesticwork,7,2,12,136
Domesticwork,1,2,3,51
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,53
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,55
Domesticwork,1,2,3,59
Domesticwork,1,2,3,59
Domesticwork,1,2,3,59
Domesticwork,1,2,3,61
Domesticwork,1,2,3,61
Domesticwork,1,2,3,63
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,66
Domesticwork,1,2,3,72
Domesticwork,1,2,3,72
Domesticwork,1,2,3,72
Domesticwork,1,2,3,73
Domesticwork,1,2,3,73
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,80
Domesticwork,1,2,3,83
Domesticwork,1,2,3,83
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,31,70
Domesticwork,1,2,4,78
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,84
Domesticwork,1,2,4,87
Domesticwork,1,2,4,125
Domesticwork,1,2,4,135
Domesticwork,1,2,28,98
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,22,90
Domesticwork,1,2,9,95
Domesticwork,1,2,9,95
Domesticwork,1,2,9,120
Domesticwork,1,2,9,120
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,1,2,23,142
Domesticwork,4,2,3,51
Domesticwork,4,2,3,53
Domesticwork,4,2,3,53
Domesticwork,4,2,3,53
Domesticwork,4,2,3,53
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,55
Domesticwork,4,2,3,59
Domesticwork,4,2,3,59
Domesticwork,4,2,3,59
Domesticwork,4,2,3,59
Domesticwork,4,2,3,61
Domesticwork,4,2,3,61
Domesticwork,4,2,3,61
Domesticwork,4,2,3,61
Domesticwork,4,2,3,63
Domesticwork,4,2,3,63
Domesticwork,4,2,3,63
Domesticwork,4,2,3,63
Domesticwork,4,2,3,63
Domesticwork,4,2,3,66
Domesticwork,4,2,3,66
Domesticwork,4,2,3,66
Domesticwork,4,2,3,66
Domesticwork,4,2,3,66
Domesticwork,4,2,3,66
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,72
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,73
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,80
Domesticwork,4,2,3,83
Domesticwork,4,2,3,132
Domesticwork,4,2,3,132
Domesticwork,4,2,3,138
Domesticwork,4,2,3,138
Domesticwork,4,2,63,60
Domesticwork,4,2,63,60
Domesticwork,4,2,63,60
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,31,70
Domesticwork,4,2,4,52
Domesticwork,4,2,4,52
Domesticwork,4,2,4,78
Domesticwork,4,2,4,78
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,84
Domesticwork,4,2,4,135
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
Domesticwork,4,2,22,90
